Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,img_path,actual_price_yen,sharpness,sharpness_ave,avg_brightness,light_or_dark,T_proxy,outcome,y0,y1
6007,"Maharaja Whiteline Turbomix King Plus Hand Blender, 250W, Duraforce advanced blade technology, 800ml multi-purpose jar, 50...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Zeie4XrWL._AC_UL320_.jpg,https://www.amazon.in/Maharaja-Whiteline-Turbomix-King-Blender/dp/B08X7F2P8K/ref=sr_1_6032?qid=1679135933&s=appliances&sr=1-6032,4.0,4685,"₹1,950",2699.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6007.jpg,296890.0,1664.4176478411518,0,239.8224409641473,1,1,1,0.5118638985169088,0.7000349937912599
6015,"Bajaj Majesty RX10 2000 Watts Heat Convector Room Heater (White, ISI Approved)",appliances,All Appliances,https://m.media-amazon.com/images/I/61cLfRa1ypL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-RX-10-2000-Watt-Convector/dp/B009P2LIL4/ref=sr_1_6040?qid=1679135933&s=appliances&sr=1-6040,3.5,501,"₹2,125",3229.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6015.jpg,355190.0,5115.213067882343,1,215.21788573093215,1,1,1,0.4881361014830912,0.6797309200954137
6016,"Hetkrishi Cordless Power Cleaner 24V Portable Power Washer with 2pcs Batteries Power Cleaner, Working Pressure 550PSI for ...",appliances,All Appliances,https://m.media-amazon.com/images/I/41AEtCQOd+L._AC_UL320_.jpg,https://www.amazon.in/Hetkrishi-Cordless-Portable-Batteries-Accessories/dp/B0BNNQN59M/ref=sr_1_6041?qid=1679135933&s=appliances&sr=1-6041,5.0,2,"₹6,999",14999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6016.jpg,1649890.0,2948.94739309592,0,201.9273689069635,1,1,1,0.5118638985169088,0.7000349937912599
6017,JantaIron Traditional Iron Sigdi Heavy Duty Angeethi with Wooden Handles Perfect Food Tandoor Grilling Iron Ashtray for Ho...,appliances,All Appliances,https://m.media-amazon.com/images/I/71XQzZ1UH2L._AC_UL320_.jpg,https://www.amazon.in/JantaIron-Traditional-Angeethi-Handles-Grilling/dp/B08ZYBMBWJ/ref=sr_1_6042?qid=1679135933&s=appliances&sr=1-6042,3.9,49,₹980,2050.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6017.jpg,225500.0,2809.8575017430285,0,203.2445014432252,1,1,0,0.5118638985169088,0.7000349937912599
6018,"Vstec Tds Adjuster/Controller Full Kit For Ro Water Purifier Imported Tds Controller, 2 Tee & Connecting Pipe , Blue",appliances,All Appliances,https://m.media-amazon.com/images/I/41k0yMIpFkL._AC_UL320_.jpg,https://www.amazon.in/Generic-Adjuster-Controller-Purifier-Connecting/dp/B0831C8734/ref=sr_1_6043?qid=1679135933&s=appliances&sr=1-6043,3.9,112,₹180,499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6018.jpg,54890.0,384.9859118658212,0,239.67659982199368,1,1,0,0.5118638985169088,0.7000349937912599
6023,"Betlex Sewing Machine Light, 6W 12LED's Daylight LED Work Lamp with Flexible Gooseneck Magnetic Mounting Base for Sewing R...",appliances,All Appliances,https://m.media-amazon.com/images/I/61V5A0eCC0L._AC_UL320_.jpg,https://www.amazon.in/Betlex-Machine-Magnetic-Mounting-Small-Black/dp/B08T9SFNDQ/ref=sr_1_6048?qid=1679135933&s=appliances&sr=1-6048,4.4,53,₹499,1299.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6023.jpg,142890.0,3498.525986079125,1,230.19073572834645,1,1,1,0.4881361014830912,0.6797309200954137
6024,kiyan 250ML Hairdressing Spray Bottle Salon Barber Hair Tools Water Sprayer Transparent Make-up Style Portable Plastic Spr...,appliances,All Appliances,https://m.media-amazon.com/images/I/41DDXUwbv5L._AC_UL320_.jpg,https://www.amazon.in/Hairdressing-Spray-Transparent-Portable-Bottles/dp/B09WDCHYRN/ref=sr_1_6049?qid=1679135934&s=appliances&sr=1-6049,4.2,7,₹99,399.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6024.jpg,43890.0,1625.6959486340502,0,197.7884927734375,1,1,1,0.5118638985169088,0.7000349937912599
6025,INGCO AWG1001 215mm Air Washing Gun High-Pressure Wash Water with Interchangeable Steel Nozzle Tips 0.75L Tank Capacity fo...,appliances,All Appliances,https://m.media-amazon.com/images/I/61dn5LZ+9dL._AC_UL320_.jpg,https://www.amazon.in/Ingco-AWG1001-Air-Washer-Gun/dp/B07228JBDL/ref=sr_1_6050?qid=1679135934&s=appliances&sr=1-6050,4.1,39,₹702,967.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6025.jpg,106370.0,957.3517572495392,0,231.9742533775253,1,1,0,0.5118638985169088,0.7000349937912599
6026,Braun Multiquick MQ100 450-Watt Hand Blender,appliances,All Appliances,https://m.media-amazon.com/images/I/61MEbdN6AyL._AC_UL320_.jpg,https://www.amazon.in/Braun-Multiquick-MQ100-Hand-Blender/dp/B00IXCFMYG/ref=sr_1_6051?qid=1679135934&s=appliances&sr=1-6051,4.4,9037,"₹3,197",5999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6026.jpg,659890.0,1792.3696209536945,0,232.201025188253,1,1,0,0.5118638985169088,0.7000349937912599
6032,Zipper Foot/Singel Foot /Pressure Foot for All Sewing Machines (Singer/Usha/Brother/Juki/Rajesh) | Compatible for One Side...,appliances,All Appliances,https://m.media-amazon.com/images/I/31-cjFk3GuL._AC_UL320_.jpg,https://www.amazon.in/Zipper-Pressure-Machines-Brother-Compatible/dp/B09W5CH9N5/ref=sr_1_6057?qid=1679135934&s=appliances&sr=1-6057,3.7,3,₹142,250.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6032.jpg,27500.0,680.8702856263242,0,225.65459996822037,1,1,0,0.5118638985169088,0.7000349937912599
6033,"JPT Super Combo F8 HIGH-Pressure CAR Washer Pump with Heavy Foam Lance, 5PCS Nozzle Tips, QC Set for Hose and Gun",appliances,All Appliances,https://m.media-amazon.com/images/I/81gXh0ZUb0L._AC_UL320_.jpg,https://www.amazon.in/JPT-Super-HIGH-Pressure-Washer-Nozzle/dp/B09LML5Q3Y/ref=sr_1_6058?qid=1679135934&s=appliances&sr=1-6058,4.1,69,"₹13,898",28099.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6033.jpg,3090890.0,8484.011220840643,1,212.04467346262055,1,1,1,0.4881361014830912,0.6797309200954137
6036,"ZOZ STAR® Flour Mill Machine, Atta chakki, Domestic Aata Maker, Ghar Ghanti, Heavy Duty, Power Saving Feature Added Table ...",appliances,All Appliances,https://m.media-amazon.com/images/I/51q+2YHj2zL._AC_UL320_.jpg,https://www.amazon.in/ZOZ-machine-Domestic-Standard-Accessories/dp/B09M1HN4F3/ref=sr_1_6061?qid=1679135934&s=appliances&sr=1-6061,4.6,16,"₹12,222",29590.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6036.jpg,3254900.0,2085.9028924412487,0,197.72578100863825,1,1,1,0.5118638985169088,0.7000349937912599
6040,"T TOPLINE Electric Hand Blender and Mixer Electric Egg Beater,Cake maker , Beater Cream Mix, Food Blender, Hand mixer , El...",appliances,All Appliances,https://m.media-amazon.com/images/I/41KarqHm8kL._AC_UL320_.jpg,https://www.amazon.in/TOPLINE-Multifunctional-Handheld-Processor-Automatic/dp/B08JVCDSK9/ref=sr_1_6065?qid=1679135934&s=appliances&sr=1-6065,4.1,679,₹599,1299.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6040.jpg,142890.0,2411.4121680803187,0,227.7589424537781,1,1,1,0.5118638985169088,0.7000349937912599
6045,B.Nova Akruti new latest model | Non Electric |UF Technology Developed By BARC | Non RO | Alkaline + Active Copper Water P...,appliances,All Appliances,https://m.media-amazon.com/images/I/61OiPNAty+L._AC_UL320_.jpg,https://www.amazon.in/B-Nova-Akruti-Technology-Developed-Purification/dp/B0B3QWMTG3/ref=sr_1_6070?qid=1679135934&s=appliances&sr=1-6070,4.0,68,"₹1,499",2500.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6045.jpg,275000.0,5100.260261729542,1,203.78980638329384,1,1,1,0.4881361014830912,0.6797309200954137
6048,"Akua Beat Particulate Filter, Top Filter Bag compatible with Eureka Forbes Amrit Water Purifiers",appliances,All Appliances,https://m.media-amazon.com/images/I/21YlaaWRGKL._AC_UL320_.jpg,https://www.amazon.in/Akua-Beat-Particulate-compatible-Amrit/dp/B0BG4TH8ZS/ref=sr_1_6073?qid=1679135936&s=appliances&sr=1-6073,4.6,3,₹344,799.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6048.jpg,87890.0,390.754444559233,0,203.8763472174657,1,1,1,0.5118638985169088,0.7000349937912599
6051,"Polycab Superia SP01 Super Premium 1200 mm Underlight Designer Ceiling Fan With Remote, Built-in 6 Colour LED Light and 2 ...",appliances,All Appliances,https://m.media-amazon.com/images/I/61w-V0YbpDS._AC_UL320_.jpg,https://www.amazon.in/Polycab-Superia-Lite-Anti-Rust-Rosewood/dp/B08T7S97X4/ref=sr_1_6076?qid=1679135936&s=appliances&sr=1-6076,3.7,82,"₹6,399",9900.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6051.jpg,1089000.0,3387.0651925889238,1,217.6763338644802,1,1,1,0.4881361014830912,0.6797309200954137
6053,Oxyair Pipe Vent Cover For Chimney Pipe Outlet With Loovers,appliances,All Appliances,https://m.media-amazon.com/images/I/31wREOqvIML._AC_UL320_.jpg,https://www.amazon.in/Oxyair-Cover-Chimney-Outlet-Loovers/dp/B074SJM3KX/ref=sr_1_6078?qid=1679135936&s=appliances&sr=1-6078,4.2,613,₹499,690.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6053.jpg,75900.0,1489.219807568654,0,222.17744966896183,1,1,1,0.5118638985169088,0.7000349937912599
6054,StapX weighing machine digital pocket scale / gold weight machine digital / jewellery weight machine digital / 0.01 to 200...,appliances,All Appliances,https://m.media-amazon.com/images/I/61SbT2HfmWS._AC_UL320_.jpg,https://www.amazon.in/StapX-weighing-machine-jewellery-Calibration/dp/B08ZY2HZPD/ref=sr_1_6079?qid=1679135936&s=appliances&sr=1-6079,4.0,110,₹375,900.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6054.jpg,99000.0,5011.167303882389,1,212.62086378734276,1,1,1,0.4881361014830912,0.6797309200954137
6055,"BROGBUS Electronic Digital Kitchen Scale Weighing Machine (10 Kg), white",appliances,All Appliances,https://m.media-amazon.com/images/I/31iL7hynAjL._AC_UL320_.jpg,https://www.amazon.in/BROGBUS-Electronic-Digital-Kitchen-Weighing/dp/B09HKNWNK9/ref=sr_1_6080?qid=1679135936&s=appliances&sr=1-6080,4.0,32,₹489,599.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6055.jpg,65890.0,904.8225861642544,0,201.48120818707187,1,1,1,0.5118638985169088,0.7000349937912599
6058,"TP-Link Tapo RV10 Plus Robotic Vacuum Cleaner & Mop + Smart Auto-Empty Dock, 4-Level 2000Pa Suction, Google Assistant & Al...",appliances,All Appliances,https://m.media-amazon.com/images/I/61pHfPa6aBL._AC_UL320_.jpg,https://www.amazon.in/TP-Link-Tapo-RV10-Plus-Auto-Charging/dp/B0BSF6TSM2/ref=sr_1_6083?qid=1679135936&s=appliances&sr=1-6083,3.0,8,"₹28,998",45999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6058.jpg,5059890.0,2650.716435403502,0,200.5739583254717,1,1,0,0.5118638985169088,0.7000349937912599
6060,"LEE STAR Le-809 Portable Electric Mixer Blender Grinder Machine With Heavy Duty Motor, 2 Jar & Seasoning Cap For Smoothies...",appliances,All Appliances,https://m.media-amazon.com/images/I/61trjmyTR3L._AC_UL320_.jpg,https://www.amazon.in/Lee-Star-Stainless-Nutri-Mix-Unbreakable/dp/B01M587TEL/ref=sr_1_6085?qid=1679135936&s=appliances&sr=1-6085,4.0,709,"₹2,049",4290.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6060.jpg,471900.0,4761.563265208802,1,211.38211513554216,1,1,1,0.4881361014830912,0.6797309200954137
6062,Havells Stealth Underlight 1250mm Ceiling Fan (Pearl White),appliances,All Appliances,https://m.media-amazon.com/images/I/51z27AaCwfL._AC_UL320_.jpg,https://www.amazon.in/Havells-Stealth-Underlight-1250-White/dp/B07XRCTN86/ref=sr_1_6087?qid=1679135936&s=appliances&sr=1-6087,3.8,154,"₹10,500",16495.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6062.jpg,1814450.0,385.3710682425297,0,251.43531514830508,1,1,1,0.5118638985169088,0.7000349937912599
6063,"ZenCart Coffee frother for cappuccinos coffee| Coffee beater for hot chocolate| Milk frother for coffee, Mini and portable...",appliances,All Appliances,https://m.media-amazon.com/images/I/61+T2VikGHL._AC_UL320_.jpg,https://www.amazon.in/ZenDash-frother-cappuccinos-chocolate-portable/dp/B0BQ2VTVBN/ref=sr_1_6088?qid=1679135936&s=appliances&sr=1-6088,4.5,5,₹299,899.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6063.jpg,98890.0,4648.817230551562,1,229.55240771937085,1,1,1,0.4881361014830912,0.6797309200954137
6066,Craftwings Handheld Press Fan Mini Kids Fan Toy Plaything Hand Press Fan Cartoon Fan Toy (1),appliances,All Appliances,https://m.media-amazon.com/images/I/31eZSgugXBL._AC_UL320_.jpg,https://www.amazon.in/Craftwings-Handheld-Press-Plaything-Cartoon/dp/B0BVG94QLK/ref=sr_1_6091?qid=1679135936&s=appliances&sr=1-6091,5.0,1,₹249,999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6066.jpg,109890.0,321.227845704788,0,221.91560523227963,1,1,0,0.5118638985169088,0.7000349937912599
6067,"Ionix Premium 36V Hero Solenoid Valve with Copper Winding, Compatible with All RO Water Purifiers, Solenoid Valve, Solenoi...",appliances,All Appliances,https://m.media-amazon.com/images/I/51-Fme7N5TL._AC_UL320_.jpg,https://www.amazon.in/Ionix-36-Solenoid-Compatible-Purifiers/dp/B07K7NZ9YR/ref=sr_1_6092?qid=1679135936&s=appliances&sr=1-6092,3.9,244,₹190,350.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6067.jpg,38500.0,2633.2581444399025,0,211.65123184196037,1,1,0,0.5118638985169088,0.7000349937912599
6071,Crompton Solarium Neo 15-L 5 Star Rated Storage Water Heater with Advanced 3 Level Safety (Ivory),appliances,All Appliances,https://m.media-amazon.com/images/I/519BihCu1FL._AC_UL320_.jpg,https://www.amazon.in/Crompton-Greaves-SWH15-1615-Solarium/dp/B07K2HRJ8C/ref=sr_1_6096?qid=1679135936&s=appliances&sr=1-6096,4.1,853,"₹7,797.91",13500.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6071.jpg,1485000.0,2211.4716061158942,0,198.5353174546632,1,1,1,0.5118638985169088,0.7000349937912599
6072,Aomzon Fitting Industrial Sewing Machine Parts Presser Foot and Quick Change Screw Device Presser Foot Change Screws Clamp...,appliances,All Appliances,https://m.media-amazon.com/images/I/617+qNg-55L._AC_UL320_.jpg,https://www.amazon.in/Fitting-Industrial-Machine-Adjustable-Accessory/dp/B0BQCTB79Q/ref=sr_1_6097?qid=1679135937&s=appliances&sr=1-6097,3.0,2,₹222,1200.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6072.jpg,132000.0,5463.154500113243,1,223.04202573116987,1,1,1,0.4881361014830912,0.6797309200954137
6074,HASTHIP® Humidifier for Room Moisture 200ML Cool & Warm Color Cool Mist Flame Lighting Effect Aroma Diffuser for Home Frag...,appliances,All Appliances,https://m.media-amazon.com/images/I/514-5DubhjL._AC_UL320_.jpg,https://www.amazon.in/HASTHIP%C2%AE-Humidifier-Moisture-Fragrance-Essential/dp/B0BL9BD437/ref=sr_1_6099?qid=1679135937&s=appliances&sr=1-6099,3.8,4,"₹1,781",2849.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6074.jpg,313390.0,1550.594142817352,0,206.65789885892116,1,1,0,0.5118638985169088,0.7000349937912599
6078,Bajaj Edge 1200mm Ceiling Fan (Brown),appliances,All Appliances,https://m.media-amazon.com/images/I/417KLrEEf1L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Edge-1200mm-Ceiling-Brown/dp/B01D36TODG/ref=sr_1_6103_mod_primary_new?qid=1679135937&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6103,4.0,1002,"₹1,734",2490.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6078.jpg,273900.0,3918.9704889460895,1,212.8721199924699,1,1,1,0.4881361014830912,0.6797309200954137
6080,OGENERAL AMGB09BAWA-B WINDOW AC 0.75 TON 5 STAR (White),appliances,All Appliances,https://m.media-amazon.com/images/I/61bGljJ9PjL._AC_UL320_.jpg,https://www.amazon.in/OGENERAL-AMGB09BAWA-B-WINDOW-0-75-White/dp/B09HBYJS1Y/ref=sr_1_6105?qid=1679135937&s=appliances&sr=1-6105,3.6,14,"₹28,180",30520.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6080.jpg,3357200.0,8562.932561951586,1,212.2456470799181,1,1,1,0.4881361014830912,0.6797309200954137
6083,"Samsung MW7592W Microwave Glass Cooking Tray 10 inches - Compatible DE74-00027A, UMC1071AAB, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/41Dfy4pjfUL._AC_UL320_.jpg,https://www.amazon.in/Samsung-MW7592W-Microwave-Cooking-inches/dp/B01DDWTCYQ/ref=sr_1_6108?qid=1679135937&s=appliances&sr=1-6108,4.3,158,"₹1,575",2000.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6083.jpg,220000.0,615.9674492636177,0,225.8148323359073,1,1,1,0.5118638985169088,0.7000349937912599
6089,Amazon Brand - Solimo Standard PVC Fridge Top Cover with 3 Fridge Mats & 2 Handle Covers - White,appliances,All Appliances,https://m.media-amazon.com/images/I/81MvN9buWWL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-Standard-Fridge/dp/B09V5T2C6J/ref=sr_1_6114?qid=1679135937&s=appliances&sr=1-6114,4.4,13,₹509,601.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6089.jpg,66110.0,13868.330545876765,1,203.37194040781853,1,1,1,0.4881361014830912,0.6797309200954137
6091,"VOWEl™ Folding Portable Outdoor Barbeque Charcoal BBQ Grill Oven With 10PC Stainless Steel Stick , Wooden Stick,(BBQ ,Wood...",appliances,All Appliances,https://m.media-amazon.com/images/I/71CpsgAaevS._AC_UL320_.jpg,https://www.amazon.in/Portable-Barbeque-Charcoal-Stainless-12-stick/dp/B08PVKP7PW/ref=sr_1_6116?qid=1679135937&s=appliances&sr=1-6116,3.8,519,₹995,1999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6091.jpg,219890.0,25089.663381231905,1,201.56066218171296,1,0,1,0.4881361014830912,0.6797309200954137
6100,"HOKIPO Folding Laundry Basket for Clothes, Round Collapsible Storage Basket - 43 LTR, Green (AR2650)(Jute)",appliances,All Appliances,https://m.media-amazon.com/images/I/819dfqh+vGL._AC_UL320_.jpg,https://www.amazon.in/HOKIPO%C2%AE-Folding-Laundry-Clothes-Collapsible/dp/B085ZSZZ8P/ref=sr_1_6125?qid=1679135938&s=appliances&sr=1-6125,4.1,114,₹499,699.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6100.jpg,76890.0,1693.039951668426,0,212.63595091411565,1,1,1,0.5118638985169088,0.7000349937912599
6101,"Bajaj Majesty New RCX 3 Multifunction Rice Cooker with Keep Warm Function, 1.5 Liters, 350W, White and Pink",appliances,All Appliances,https://m.media-amazon.com/images/I/51hvbzW034L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Majesty-New-RCX-Multifunction/dp/B009P2KWG6/ref=sr_1_6126?qid=1679135938&s=appliances&sr=1-6126,3.6,857,"₹2,160",2195.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6101.jpg,241450.0,1753.513678865286,0,220.0329042674732,1,1,1,0.5118638985169088,0.7000349937912599
6110,kiyan 250ML Hairdressing Spray Bottle Salon Barber Hair Tools Water Sprayer Transparent Make-up Style Portable Plastic Spr...,appliances,All Appliances,https://m.media-amazon.com/images/I/41DDXUwbv5L._AC_UL320_.jpg,https://www.amazon.in/Hairdressing-Spray-Transparent-Portable-Bottles/dp/B09WDCHYRN/ref=sr_1_6135?qid=1679135938&s=appliances&sr=1-6135,4.2,7,₹99,399.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6110.jpg,43890.0,1625.6959486340502,0,197.7884927734375,1,1,1,0.5118638985169088,0.7000349937912599
6111,INGCO AWG1001 215mm Air Washing Gun High-Pressure Wash Water with Interchangeable Steel Nozzle Tips 0.75L Tank Capacity fo...,appliances,All Appliances,https://m.media-amazon.com/images/I/61dn5LZ+9dL._AC_UL320_.jpg,https://www.amazon.in/Ingco-AWG1001-Air-Washer-Gun/dp/B07228JBDL/ref=sr_1_6136?qid=1679135938&s=appliances&sr=1-6136,4.1,39,₹702,967.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6111.jpg,106370.0,957.3517572495392,0,231.9742533775253,1,1,1,0.5118638985169088,0.7000349937912599
6112,Braun Multiquick MQ100 450-Watt Hand Blender,appliances,All Appliances,https://m.media-amazon.com/images/I/61MEbdN6AyL._AC_UL320_.jpg,https://www.amazon.in/Braun-Multiquick-MQ100-Hand-Blender/dp/B00IXCFMYG/ref=sr_1_6137?qid=1679135938&s=appliances&sr=1-6137,4.4,9037,"₹3,197",5999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6112.jpg,659890.0,1792.3696209536945,0,232.201025188253,1,1,1,0.5118638985169088,0.7000349937912599
6117,Zipper Foot/Singel Foot /Pressure Foot for All Sewing Machines (Singer/Usha/Brother/Juki/Rajesh) | Compatible for One Side...,appliances,All Appliances,https://m.media-amazon.com/images/I/31-cjFk3GuL._AC_UL320_.jpg,https://www.amazon.in/Zipper-Pressure-Machines-Brother-Compatible/dp/B09W5CH9N5/ref=sr_1_6142?qid=1679135938&s=appliances&sr=1-6142,3.7,3,₹142,250.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6117.jpg,27500.0,680.8702856263242,0,225.65459996822037,1,1,1,0.5118638985169088,0.7000349937912599
6118,"JPT Super Combo F8 HIGH-Pressure CAR Washer Pump with Heavy Foam Lance, 5PCS Nozzle Tips, QC Set for Hose and Gun",appliances,All Appliances,https://m.media-amazon.com/images/I/81gXh0ZUb0L._AC_UL320_.jpg,https://www.amazon.in/JPT-Super-HIGH-Pressure-Washer-Nozzle/dp/B09LML5Q3Y/ref=sr_1_6143?qid=1679135938&s=appliances&sr=1-6143,4.1,69,"₹13,898",28099.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6118.jpg,3090890.0,8484.011220840643,1,212.04467346262055,1,1,1,0.4881361014830912,0.6797309200954137
6120,Irkaja 1 Meter Top Load Fully & Semi Automatic Washing Machine Flexible Outlet Drain Hose Pipe/Extension Pipe (1 Meter),appliances,All Appliances,https://m.media-amazon.com/images/I/81Jbgb8+6cL._AC_UL320_.jpg,https://www.amazon.in/Irkaja-Automatic-Washing-Flexible-Extension/dp/B07TCH8XXG/ref=sr_1_6145?qid=1679135940&s=appliances&sr=1-6145,4.1,242,₹199,249.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6120.jpg,27390.0,3608.5498111002607,1,229.1381333958333,1,1,1,0.4881361014830912,0.6797309200954137
6121,"TDO Silica Gel Packets 200 pcs (Each 2 Gram) For Moisture absorbents Dehumidifier Silica Gel Bags for Moisture Room, Cupbo...",appliances,All Appliances,https://m.media-amazon.com/images/I/819K35PcytL._AC_UL320_.jpg,https://www.amazon.in/TDO-Silica-Gel-absorbents-Dehumidifier/dp/B08VJ99R8Z/ref=sr_1_6146?qid=1679135940&s=appliances&sr=1-6146,4.3,23,₹270,399.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6121.jpg,43890.0,15440.65848023566,1,221.32187536439932,1,1,1,0.4881361014830912,0.6797309200954137
6123,"ZOZ STAR® Flour Mill Machine, Atta chakki, Domestic Aata Maker, Ghar Ghanti, Heavy Duty, Power Saving Feature Added Table ...",appliances,All Appliances,https://m.media-amazon.com/images/I/51q+2YHj2zL._AC_UL320_.jpg,https://www.amazon.in/ZOZ-machine-Domestic-Standard-Accessories/dp/B09M1HN4F3/ref=sr_1_6148?qid=1679135940&s=appliances&sr=1-6148,4.6,16,"₹12,222",29590.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6123.jpg,3254900.0,2085.9028924412487,0,197.72578100863825,1,1,1,0.5118638985169088,0.7000349937912599
6127,Drain Water Valve Rubber Seal Set for LG.(Old Model - Big) Semi Automatic Washing Machine,appliances,All Appliances,https://m.media-amazon.com/images/I/7119mi7rvSL._AC_UL320_.jpg,https://www.amazon.in/Drain-Water-Valve-Rubber-Model/dp/B07VSTRS9V/ref=sr_1_6152?qid=1679135940&s=appliances&sr=1-6152,4.3,6,₹145,390.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6127.jpg,42900.0,1811.286611316585,0,208.29909532226563,1,1,1,0.5118638985169088,0.7000349937912599
6129,ZunVolt Thundermax 1200 mm (48 inch) Ceiling Fan (White),appliances,All Appliances,https://m.media-amazon.com/images/I/51c5+fB9xxL._AC_UL320_.jpg,https://www.amazon.in/ZunVolt-Thundermax-1200-Ceiling-White/dp/B0BHTC3CXK/ref=sr_1_6154?qid=1679135940&s=appliances&sr=1-6154,3.4,12,"₹1,199",2299.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6129.jpg,252890.0,596.5361381300219,0,243.09576013513512,1,1,1,0.5118638985169088,0.7000349937912599
6134,B.Nova Akruti new latest model | Non Electric |UF Technology Developed By BARC | Non RO | Alkaline + Active Copper Water P...,appliances,All Appliances,https://m.media-amazon.com/images/I/61OiPNAty+L._AC_UL320_.jpg,https://www.amazon.in/B-Nova-Akruti-Technology-Developed-Purification/dp/B0B3QWMTG3/ref=sr_1_6159?qid=1679135940&s=appliances&sr=1-6159,4.0,68,"₹1,499",2500.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6134.jpg,275000.0,5100.260261729542,1,203.78980638329384,1,1,1,0.4881361014830912,0.6797309200954137
6137,Care N Made® KEM Flow 20inch PP Water Spun Filter Sediment Solid Cartridge 5 Micron Candle for All RO Water Purifier 10Pcs,appliances,All Appliances,https://m.media-amazon.com/images/I/71Awqd1BRrL._AC_UL320_.jpg,https://www.amazon.in/20inch-Filter-Sediment-Cartridge-Purifier/dp/B09PGQ648Y/ref=sr_1_6162?qid=1679135940&s=appliances&sr=1-6162,4.5,2,₹819,1229.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6137.jpg,135190.0,2289.091548110741,0,208.49955352891155,1,1,1,0.5118638985169088,0.7000349937912599
6138,Corslet Heat Sealing Machine 12 Inches Packing Plastic Bag Impulse Sealer Seal Pouch for Packaging Polythene Packet with 4...,appliances,All Appliances,https://m.media-amazon.com/images/I/614WxSoZKPL._AC_UL320_.jpg,https://www.amazon.in/Corslet-Sealing-12-Packaging-Polythene/dp/B08GWV7PLV/ref=sr_1_6163?qid=1679135940&s=appliances&sr=1-6163,4.0,79,"₹1,398",4000.0,/root/graduation_thetis/causal-bert-pytorch/input/images/6138.jpg,440000.0,3852.6679519518734,1,207.6427126594388,1,1,1,0.4881361014830912,0.6797309200954137
