Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,img_path,actual_price_yen,embedding_path,embedding,price_ave,output,output_2v,brightness,light_or_dark
889,1088,1453,"Bajaj Pluto 500W Mixer Grinder with 2 in 1 Function Blade, 3 Jars, White",appliances,All Appliances,https://m.media-amazon.com/images/I/51i+eTbmO2L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Pluto-500-Watt-Mixer-Grinder/dp/B071HLYZJF/ref=sr_1_1454?qid=1679135674&s=appliances&sr=1-1454,4.0,3901,"₹2,339",4125.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1453.jpg,453750.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1088.pkl,34.561268,1,1205.3612678527832,1,224.12872541961127,light
890,1089,1454,"KVT SHOP Stainless Steel Puri Press Maker Machine for Kitchen,with Pre Fitted Handle",appliances,All Appliances,https://m.media-amazon.com/images/I/51ptgeAGhDL._AC_UL320_.jpg,https://www.amazon.in/KVT-SHOP-Stainless-Press-Maker/dp/B0BQMBZGH3/ref=sr_1_1455?qid=1679135674&s=appliances&sr=1-1455,4.5,5,₹499,999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1454.jpg,109890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1089.pkl,36.016937,0,37.516937255859375,0,223.86333200636938,light
891,1090,1455,"Geek Aire GF2 4 Inch Rechargeable Mini Fan with USB Charging | 5 Speed Option | Portable, Handheld and Small Table Fan | 2...",appliances,All Appliances,https://m.media-amazon.com/images/I/61bb2yS-UjL._AC_UL320_.jpg,https://www.amazon.in/Geek-Rechargeable-Power-speed-option/dp/B07KPQNJKS/ref=sr_1_1456?qid=1679135674&s=appliances&sr=1-1456,4.3,1881,"₹1,599",2299.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1455.jpg,252890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1090.pkl,33.924416,0,598.2244155883789,1,236.7957309855769,light
892,1091,1456,"WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand B...",appliances,All Appliances,https://m.media-amazon.com/images/I/511I-Zs-EVL._AC_UL320_.jpg,https://www.amazon.in/WIDEWINGS-Electric-Handheld-Frother-Blender/dp/B0BWS989C8/ref=sr_1_1457?qid=1679135674&s=appliances&sr=1-1457,4.0,35,₹249,999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1456.jpg,109890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1091.pkl,43.807594,0,54.307594299316406,0,221.1877699121094,light
893,1092,1457,"WaterScience Kitchen Tap Filter + 2 Replacement Cartridge for Mud, Sand & Sediments - Fits 22-24mm Taps - Ideal for Kitche...",appliances,All Appliances,https://m.media-amazon.com/images/I/51y20Rf7mOL._AC_UL320_.jpg,https://www.amazon.in/WaterScience-UTF-921-Universal-Filter-Sediments/dp/B09H34HVKY/ref=sr_1_1458?qid=1679135674&s=appliances&sr=1-1458,3.4,555,₹595,695.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1457.jpg,76450.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1092.pkl,50.57303,0,217.07302856445312,0,227.60031770833334,light
894,1093,1458,"The Endless Store Combo Fridge Top Cover(21 X 39 Inches), Fridge Handle Covers (12 X 6 Inches)+ 3 Fridge Mats (11 X 17 Inc...",appliances,All Appliances,https://m.media-amazon.com/images/I/8172swkFWIL._AC_UL320_.jpg,https://www.amazon.in/Endless-Store-Fridge-Inches-Handle/dp/B0BLNSQ9X6/ref=sr_1_1459?qid=1679135674&s=appliances&sr=1-1459,3.8,8,₹189,799.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1458.jpg,87890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1093.pkl,64.10662,0,66.50662078857422,0,158.21356873811786,dark
895,1094,1459,"Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 1200 Watts - 9 Pcs Set, Black",appliances,All Appliances,https://m.media-amazon.com/images/I/71U8kYcxN3L._AC_UL320_.jpg,https://www.amazon.in/Balzano-Speed-Nutri-Blender-Smoothie/dp/B084CGYJN6/ref=sr_1_1460?qid=1679135674&s=appliances&sr=1-1460,4.2,2072,"₹5,490",6990.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1459.jpg,768900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1094.pkl,53.37771,1,675.4777084350586,1,196.62475929461417,light
896,1095,1460,Activa Super Chef 900 W Powerful Motor Mixer Grinder With 4 Jars | 2 Years Motor Warranty,appliances,All Appliances,https://m.media-amazon.com/images/I/61+5Ecx2c-L._AC_UL320_.jpg,https://www.amazon.in/Super-Chef-Powerful-Grinder-Warranty/dp/B0BCWDNC1W/ref=sr_1_1461?qid=1679135674&s=appliances&sr=1-1461,3.8,291,"₹2,019",6990.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1460.jpg,768900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1095.pkl,38.70677,1,126.50677185058592,0,205.95399276388886,light
897,1097,1462,"MITOOZ® Refrigerator Combo of Exclusive Decorative 1 Fridge TOP Cover, 1 Handle Cover, 3 Fridge MATS(5 PCS Set) Brown TT",appliances,All Appliances,https://m.media-amazon.com/images/I/71ICYjpIjAL._AC_UL320_.jpg,https://www.amazon.in/MITOOZ%C2%AE-Refrigerator-Exclusive-Decorative-Fridge/dp/B09FZQ3SSJ/ref=sr_1_1463?qid=1679135674&s=appliances&sr=1-1463,3.6,377,₹199,999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1462.jpg,109890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1097.pkl,61.486534,0,174.58653411865234,0,146.64118038352274,dark
898,1098,1463,STOIC Spray Bottles Transprent Clean Squirt Bottle For Multi-Uses Spray Bottles for Mirror Cleaning and Plant Home Garden ...,appliances,All Appliances,https://m.media-amazon.com/images/I/61MgrVpkmmL._AC_UL320_.jpg,https://www.amazon.in/STOIC-Transprent-Multi-Uses-Cleaning-Multicolor/dp/B0BSGR6GFR/ref=sr_1_1464?qid=1679135674&s=appliances&sr=1-1464,1.0,1,₹99,999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1463.jpg,109890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1098.pkl,53.347305,0,53.64730529785156,0,222.04103755813952,light
899,1099,1464,"Kitchenwell Multi-Purpose 4 Pieces Step Square Plastic Stand,Foot and Stand for Almirah, Wardrobe, Refrigerator, Sofa, Sle...",appliances,All Appliances,https://m.media-amazon.com/images/I/51nRtQz-W1L._AC_UL320_.jpg,https://www.amazon.in/Kitchenwell-Multi-Purpose-Step-Square-Stand/dp/B0B7FY9KFZ/ref=sr_1_1465?qid=1679135675&s=appliances&sr=1-1465,4.2,90,,99.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1464.jpg,10890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1099.pkl,41.88098,0,68.8809814453125,0,139.4980205952381,dark
900,1101,1466,Smallcloud Electric 1.8 L Mini Cooker Kettle with Glass Lid Base Concealed Base Cooking Pot Noodle Maker Egg Boiler hot Po...,appliances,All Appliances,https://m.media-amazon.com/images/I/41O1VeIcJuL._AC_UL320_.jpg,https://www.amazon.in/Smallcloud-Electric-Concealed-Vegetable-Porridge/dp/B0BS9PLWF3/ref=sr_1_1467?qid=1679135675&s=appliances&sr=1-1467,5.0,17,₹649,1299.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1466.jpg,142890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1101.pkl,38.64428,0,43.74427947998047,0,182.83490614955358,light
901,1102,1467,"Hindware Atlantic Compacto 3 Litre Instant Water Heater With Stainless Steel Tank, Robust Construction, Pressure Relief Va...",appliances,All Appliances,https://m.media-amazon.com/images/I/4157skMWZ2L._AC_UL320_.jpg,https://www.amazon.in/Hindware-Atlantic-Compacto-Instant-HI03PDW30/dp/B09DL9978Y/ref=sr_1_1468?qid=1679135675&s=appliances&sr=1-1468,4.0,601,"₹2,399",4590.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1467.jpg,504900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1102.pkl,30.641838,1,211.44183807373045,0,230.6746173537234,light
902,1103,1468,"Sui Generis Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Frother for Coffee, Bulletproof Coffee Maker, Egg ...",appliances,All Appliances,https://m.media-amazon.com/images/I/31EERhAifiL._AC_UL320_.jpg,https://www.amazon.in/Generis-Handheld-Frother-Bulletproof-Blender/dp/B0BLL4N1BZ/ref=sr_1_1469?qid=1679135675&s=appliances&sr=1-1469,4.0,19,₹195,399.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1468.jpg,43890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1103.pkl,39.006817,0,44.70681686401368,0,224.19746951188017,light
903,1104,1469,BAJAJ VACCO 1000-watts Manual Induction Cooktop HPC-01,appliances,All Appliances,https://m.media-amazon.com/images/I/61+vb99ZDRL._AC_UL320_.jpg,https://www.amazon.in/BAJAJ-VACCO-Electric-Plate-Black/dp/B08L178ZW6/ref=sr_1_1470?qid=1679135675&s=appliances&sr=1-1470,3.7,309,"₹1,245",1500.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1469.jpg,165000.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1104.pkl,51.209145,0,143.90914459228514,0,147.64337744565216,dark
904,1105,1470,"Panasonic anchor Smart Air 200mm Ventilation Fan | Exhaust Fan for Home, Office, Kitchen and Bathroom (Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/51L5Tc44cvL._AC_UL320_.jpg,https://www.amazon.in/Anchor-Smart-Air-Ventilation-Black/dp/B07G2JQXTQ/ref=sr_1_1471?qid=1679135675&s=appliances&sr=1-1471,4.1,384,"₹1,199",1625.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1470.jpg,178750.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1105.pkl,42.490166,0,157.6901657104492,0,156.83955193256577,dark
905,1106,1471,"PHILIPS Air Fryer - India’s No.1 Air Fryer Brand, With Rapid Air Technology, Uses up to 90% less fat, 1425W, 4.1 Liter, (G...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Ujp0qe-US._AC_UL320_.jpg,https://www.amazon.in/Philips-HD9216-43-Fryer-Retractable/dp/B08B3M4GMX/ref=sr_1_1472?qid=1679135675&s=appliances&sr=1-1472,4.3,343,"₹6,269",9995.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1471.jpg,1099450.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1106.pkl,44.45375,1,147.85375061035154,0,96.6490699404762,dark
906,1107,1472,100 Pcs Sichumaria Transparent White Disposable Tea Filter Bags Empty Dip Tea Bags Filter Tea Bags Cups for Loose Leaf Tea...,appliances,All Appliances,https://m.media-amazon.com/images/I/51+NaR86o8L._AC_UL320_.jpg,https://www.amazon.in/Sichumaria-Transparent-Disposable-Filter-5-5x7cm/dp/B09W2571WC/ref=sr_1_1473?qid=1679135675&s=appliances&sr=1-1473,4.4,28,₹275,999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1472.jpg,109890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1107.pkl,58.973118,0,67.37311782836915,0,231.38491259984028,light
907,1108,1473,"ACTIVA Instant 3 LTR 3 KVA Special Anti Rust Coated 0.7 mm SS Tank Geyser , Full Abs Body Premium White 5 Years Warranty",appliances,All Appliances,https://m.media-amazon.com/images/I/51LimoBRmNL._AC_UL320_.jpg,https://www.amazon.in/ACTIVA-Instant-SPCEIAL-Warranty-Premium/dp/B07W4HTS8Q/ref=sr_1_1474?qid=1679135675&s=appliances&sr=1-1474,3.8,4043,"₹1,899",3790.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1473.jpg,416900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1108.pkl,35.863823,1,1249.2638229370116,1,197.26432722138557,light
908,1109,1475,NESCAFÉ É Smart Coffee Maker/Machine & Travel Mug,appliances,All Appliances,https://m.media-amazon.com/images/I/71qAABSWF0L._AC_UL320_.jpg,https://www.amazon.in/Nescaf%C3%A9-Smart-Coffee-Maker-Travel/dp/B07H3LQP5K/ref=sr_1_1476?qid=1679135675&s=appliances&sr=1-1476,3.8,1980,,6499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1475.jpg,714890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1109.pkl,52.97144,1,647.4714393615723,1,88.00448295223576,dark
909,1110,1476,"bvslf Silica Gel 5gm Pouch 200 pcs Pack, Silica Gel 1 KG Pack, Moisture absorbents, Dehumidifier Silica Gel Bags for Moist...",appliances,All Appliances,https://m.media-amazon.com/images/I/51R+-QuRtUL._AC_UL320_.jpg,https://www.amazon.in/bvslf-Moisture-absorbents-Dehumidifier-Wardrobe/dp/B07GQY4P59/ref=sr_1_1477?qid=1679135675&s=appliances&sr=1-1477,4.2,883,₹333,500.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1476.jpg,55000.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1110.pkl,34.122543,0,299.0225433349609,1,226.58416524805446,light
910,1111,1477,"V-Guard Victo 15 Litre Water Heater with Free Installation & Free Connection Pipes (BEE 5 Star Rated), White (15 Litre)",appliances,All Appliances,https://m.media-amazon.com/images/I/61ydxJ5rYeS._AC_UL320_.jpg,https://www.amazon.in/V-Guard-Victo-15-Installation-Connection/dp/B094NS6QS4/ref=sr_1_1478?qid=1679135675&s=appliances&sr=1-1478,4.5,5539,"₹7,555",9800.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1477.jpg,1078000.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1111.pkl,30.21723,1,1692.4172298431397,1,218.73509741030094,light
911,1112,1478,FLORA AND CO Stainless Steel Chutney Jar 400 ML Mixer Jar (Plastic Base),appliances,All Appliances,https://m.media-amazon.com/images/I/61LIqNlSq7L._AC_UL320_.jpg,https://www.amazon.in/FLORA-CO-Stainless-Chutney-Plastic/dp/B092DG26V1/ref=sr_1_1479?qid=1679135675&s=appliances&sr=1-1479,3.9,1250,₹425,625.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1478.jpg,68750.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1112.pkl,48.446648,0,423.44664764404297,1,175.95781625,light
912,1114,1480,Orient Fabrifeel 1200-Watt Steam Iron Press for clothes | Adjustable temperature control | 230 ml Tank capacity | Safe Usa...,appliances,All Appliances,https://m.media-amazon.com/images/I/61l+KjwW-yL._AC_UL320_.jpg,https://www.amazon.in/Orient-Electric-Insulator-Fabrifeel-Non-Stick/dp/B09ZV4SLJN/ref=sr_1_1481?qid=1679135675&s=appliances&sr=1-1481,3.2,298,₹999,1999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1480.jpg,219890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1114.pkl,62.87023,0,152.27023162841795,0,199.17682724609378,light
913,1115,1481,Orient Electric I Tome Plus 1200mm 28W BLDC Energy Saving Ceiling Fan with Remote | 5 Star Rated | 3-Year On-Site Warranty...,appliances,All Appliances,https://m.media-amazon.com/images/I/61Yo5lRJLhL._AC_UL320_.jpg,https://www.amazon.in/Orient-Electric-Ceiling-Manufacturer-Warranty/dp/B0B3N2QHRX/ref=sr_1_1482?qid=1679135675&s=appliances&sr=1-1482,4.0,51,"₹4,199",5999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1481.jpg,659890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1115.pkl,44.990646,1,60.790646362304685,0,229.0500857772436,light
914,1116,1482,Bajaj ABS Majesty Slim 2100-Watt Induction Cooktop (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/51WOtohhhmL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Majesty-Plastic-Induction-Black/dp/B07JX84ZY9/ref=sr_1_1483?qid=1679135675&s=appliances&sr=1-1483,4.2,1021,"₹3,550",6100.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1482.jpg,671000.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1116.pkl,30.393616,1,337.19361572265626,1,23.373659476534296,dark
915,1117,1483,Syga 32 Sewing Machine Presser Foot Feet Kit fit for Brother Singer Janome,appliances,All Appliances,https://m.media-amazon.com/images/I/51dTODQzsgL._AC_UL320_.jpg,https://www.amazon.in/Domestic-Presser-Machines-Machine-Brother/dp/B07FWRT2FJ/ref=sr_1_1484?qid=1679135675&s=appliances&sr=1-1484,4.3,1060,₹958.74,2500.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1483.jpg,275000.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1117.pkl,46.646603,1,365.1466026306152,1,226.5336620983542,light
916,1118,1484,Epsilon Tap Water Filter Purifier for Kitchen Sink Bathroom Shower Head Tap Filter 6 Layered Carbon Activated Faucet for D...,appliances,All Appliances,https://m.media-amazon.com/images/I/61LOeOef-dL._AC_UL320_.jpg,https://www.amazon.in/Epsilon-Purifier-Bathroom-Activated-Drinking/dp/B09LSCVXC5/ref=sr_1_1485?qid=1679135675&s=appliances&sr=1-1485,3.0,242,₹235,499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1484.jpg,54890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1118.pkl,43.23403,0,115.83403167724607,0,237.2804758171378,light
917,1119,1485,"Borosil Krispy 4 Slice Pop-Up Toaster, 1500W",appliances,All Appliances,https://m.media-amazon.com/images/I/51z+BGp7GrL._AC_UL320_.jpg,https://www.amazon.in/Borosil-BTO1500SS22-4-Slice-Toaster-Black/dp/B07MZVRMGS/ref=sr_1_1486_mod_primary_new?qid=1679135675&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1486,4.0,599,"₹2,510",3690.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1485.jpg,405900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1119.pkl,60.016422,1,240.2164222717285,0,164.36375888438567,light
918,1120,1486,"IFB 20 Litre Solo Microwave Oven (20PM-MEC2B, Mechanical Knob,Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/61jM7AOPzrL._AC_UL320_.jpg,https://www.amazon.in/IFB-Litre-Microwave-20PM-MEC2B-Mechanical/dp/B09SF79M6Q/ref=sr_1_1487?qid=1679135675&s=appliances&sr=1-1487,4.1,92,"₹5,899",7290.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1486.jpg,801900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1120.pkl,50.38859,1,78.48859176635742,0,68.00129170484293,dark
919,1121,1487,"Purezo Paper Cartridge/Air Dust Filter for Karcher Vacuum Cleaner WD3, MV3, WD 3.200 and A 2504 (Yellow)",appliances,All Appliances,https://m.media-amazon.com/images/I/61UP3WmDfPL._AC_UL320_.jpg,https://www.amazon.in/Purezo-Cartridge-Filter-Karcher-Cleaner/dp/B084PBRL4Q/ref=sr_1_1488_mod_primary_new?qid=1679135675&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1488,4.2,102,₹399,1299.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1487.jpg,142890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1121.pkl,89.17405,0,119.7740493774414,0,157.46583355263158,dark
920,1122,1488,Livzing 2-Tier UPS Stand for Home and Office – Metal Inverter Trolley with Wheels -Powder Coated Battery Stand for Inverte...,appliances,All Appliances,https://m.media-amazon.com/images/I/71UCOs7mj4L._AC_UL320_.jpg,https://www.amazon.in/Livzing-2-Tier-Stand-Home-Office/dp/B09VCCV941/ref=sr_1_1489?qid=1679135676&s=appliances&sr=1-1489,4.4,276,"₹1,949",2499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1488.jpg,274890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1122.pkl,44.805946,1,128.10594635009767,0,199.87248599046612,light
921,1124,1490,Kuber Industries Disney Laundry Bag/Bin|Water Proof Canvas Material & 3D Disney The Lion King Print|Toy Storage & Cloth Or...,appliances,All Appliances,https://m.media-amazon.com/images/I/71K1kiRhAfL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Foldable-Laundry-KUBMART11643/dp/B08Q8XV74N/ref=sr_1_1491?qid=1679135676&s=appliances&sr=1-1491,3.9,601,₹245,599.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1490.jpg,65890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1124.pkl,50.74076,0,231.04076080322264,0,93.11180567996742,dark
922,1125,1491,Jaipur Ace Ring Base Rolling Pin Board Roti Maker Chakla 10 Inch (Green Marble Chakla),appliances,All Appliances,https://m.media-amazon.com/images/I/71+oEUHCPYL._AC_UL320_.jpg,https://www.amazon.in/Jaipur-Ace-Rolling-Board-Chakla/dp/B07RBXMQP6/ref=sr_1_1492?qid=1679135676&s=appliances&sr=1-1492,4.3,1960,₹429,699.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1491.jpg,76890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1125.pkl,44.14498,0,632.1449813842773,1,128.45467857603094,dark
923,1126,1492,Havells Festiva 1200mm Dust Resistant Ceiling Fan (Ocean Blue),appliances,All Appliances,https://m.media-amazon.com/images/I/71YrXoaSg7L._AC_UL320_.jpg,https://www.amazon.in/Havells-Festiva-1200mm-Ceiling-Ocean/dp/B00B4BB9R2/ref=sr_1_1493?qid=1679135676&s=appliances&sr=1-1493,4.3,2579,"₹3,399",4785.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1492.jpg,526350.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1126.pkl,50.408607,1,824.6086074829101,1,228.44816469907408,light
924,1127,1493,Home Plus Magic 400 Watts Atta Kneader | Food Processor | Cirtus Juicer | Vegetable Chopper | Whisker (White),appliances,All Appliances,https://m.media-amazon.com/images/I/71FmdweTl+L._AC_UL320_.jpg,https://www.amazon.in/Homeplus-Magic-Maker-homeplus-Kneader/dp/B07SGX1ZMV/ref=sr_1_1494?qid=1679135676&s=appliances&sr=1-1494,4.3,740,"₹3,549",3999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1493.jpg,439890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1127.pkl,30.620697,1,253.1206970214844,0,229.85325523538955,light
925,1128,1494,Falong Electric Steamer Poacher Machine Egg Boiler with Tray,appliances,All Appliances,https://m.media-amazon.com/images/I/610V+RvJufL._AC_UL320_.jpg,https://www.amazon.in/Falong-Electric-Steamer-Poacher-Machine/dp/B08JHWQGTH/ref=sr_1_1495?qid=1679135676&s=appliances&sr=1-1495,4.5,35,₹349,899.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1494.jpg,98890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1128.pkl,55.067474,0,65.56747436523438,0,206.68957286753147,light
926,1129,1495,HASTHIP 100 pcs/Lot New Non-Woven Fabrics Empty Tea Bag with String Heal Filter Paper,appliances,All Appliances,https://m.media-amazon.com/images/I/51xqAE4iREL._AC_UL320_.jpg,https://www.amazon.in/HASTHIP-100pcs-Non-Woven-Fabrics-String/dp/B07CZXCTHB/ref=sr_1_1496?qid=1679135676&s=appliances&sr=1-1496,4.0,290,₹296,357.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1495.jpg,39270.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1129.pkl,55.024845,0,142.02484512329102,0,121.73505637695312,dark
927,1131,1497,True Kitchen Anti Vibration Pads for Washing Machine | Washer Dryer with Suction Cup Feet Washing Machine feet Pads Bush f...,appliances,All Appliances,https://m.media-amazon.com/images/I/51n2jQAFhuL._AC_UL320_.jpg,https://www.amazon.in/Kitchen-Vibration-Washing-Machine-Cancelling/dp/B0BR63HM8P/ref=sr_1_1498?qid=1679135676&s=appliances&sr=1-1498,5.0,3,₹249,500.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1497.jpg,55000.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1131.pkl,48.40889,0,49.30888977050781,0,172.1828908013323,light
928,1133,1499,"HOKIPO Eco-Friendly Handcrafted Madurkathi Fridge Cover Top with Pockets, 21x52 inches, Green",appliances,All Appliances,https://m.media-amazon.com/images/I/81N-9G8djcL._AC_UL320_.jpg,https://www.amazon.in/HOKIPO-Eco-Friendly-Handcrafted-Madurkathi-Pockets/dp/B09CYQ3XH2/ref=sr_1_1500?qid=1679135676&s=appliances&sr=1-1500,4.3,223,₹599,999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1499.jpg,109890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1133.pkl,50.333294,0,117.23329391479491,0,142.16970816406248,dark
929,1135,1501,Gravity Water Purifier 16L,appliances,All Appliances,https://m.media-amazon.com/images/I/61Z2wZW0uPL._AC_UL320_.jpg,https://www.amazon.in/Aqua-Mineral-Pot-16-Multicolor/dp/B07H9F4PRV/ref=sr_1_1502?qid=1679135676&s=appliances&sr=1-1502,3.4,265,"₹1,099",1650.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1501.jpg,181500.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1135.pkl,46.773727,0,126.2737274169922,0,191.7724174408784,light
930,1138,1504,V-Guard VIG 400 Voltage Stabilizer for 1 Air Conditioner Upto 1.5 TON for Inverter AC - White,appliances,All Appliances,https://m.media-amazon.com/images/I/31UrMRiTcAL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-Digital-Inverter-170V-270V-Stabilizer/dp/B089DJSJ5J/ref=sr_1_1505?qid=1679135676&s=appliances&sr=1-1505,4.0,923,"₹2,399",3290.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1504.jpg,361900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1138.pkl,37.963596,1,315.3635963439941,1,223.55862748194951,light
931,1140,1506,"Home Puff Japanese Technology Electric Chopper, Wireless Kitchen Vegetable Chopper, One Touch Operation, 10 Second Choppin...",appliances,All Appliances,https://m.media-amazon.com/images/I/71GOxWT7LeL._AC_UL320_.jpg,https://www.amazon.in/Home-Puff-Technology-Rechargeable-Waterproof/dp/B0B3H4NPJD/ref=sr_1_1507?qid=1679135676&s=appliances&sr=1-1507,3.8,288,₹749,1499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/1506.jpg,164890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_1140.pkl,46.36145,0,132.76145019531248,0,182.06109250452897,light
