Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,img_path,actual_price_yen,sharpness,sharpness_ave,light_or_dark,T_proxy,outcome,y0,y1
2779,Haute Sauce Round Analog Dial Watch for Women and Girls | White & Gold Hour Marker | Latest Watch for Woman | Fashion Belt...,accessories,Watches,https://m.media-amazon.com/images/I/71G6t4PvwKL._AC_UL320_.jpg,https://www.amazon.in/Haute-Sauce-Crystal-Embellished-Movement/dp/B0B7XF19XW/ref=sr_1_2788?qid=1679155717&s=watches&sr=1-2788,3.7,15,₹595,1750.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2779.jpg,192500.0,32596.897183753597,1,1,1,1,0.4514033691933461,0.6467989107992148
2780,Sonata Blush It Up Analog Silver Dial Women's Watch-NN87001WM03,accessories,Watches,https://m.media-amazon.com/images/I/71yACSfMrTL._AC_UL320_.jpg,https://www.amazon.in/Sonata-Analog-Silver-Womens-Watch-87001WM03/dp/B07SWRSPS9/ref=sr_1_2789?qid=1679155717&s=watches&sr=1-2789,3.7,7,,1975.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2780.jpg,217250.0,21983.258226388887,1,1,1,1,0.4514033691933461,0.6467989107992148
2782,Fastrack Denim Analog Blue Dial Women's Watch-NM6183SL02 / NL6183SL02,accessories,Watches,https://m.media-amazon.com/images/I/7170p4XO70L._AC_UL320_.jpg,https://www.amazon.in/Fastrack-Denim-Analog-Womens-Watch-6183SL02/dp/B07N3PXPHG/ref=sr_1_2791?qid=1679155717&s=watches&sr=1-2791,4.5,21,,2350.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2782.jpg,258500.0,14598.00243705884,1,0,0,1,0.4514033691933461,0.6467989107992148
2783,Bollywood Designer Queen Dial Analog Magnet Belt Watches for Women's and Girl's Watches Pack of 2,accessories,Watches,https://m.media-amazon.com/images/I/71t3GbHm4-L._AC_UL320_.jpg,https://www.amazon.in/Bollywood-Designer-Analog-Magnet-Watches/dp/B0BCQYLB64/ref=sr_1_2792?qid=1679155717&s=watches&sr=1-2792,3.0,4,₹325,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2783.jpg,109890.0,23629.009390718133,1,0,1,0,0.4514033691933461,0.6467989107992148
2784,SWADESI STUFF Exclusive Luxury Diamond Geneva Leather Analog Watch for Women and Girls,accessories,Watches,https://m.media-amazon.com/images/I/71fHm7+79DL._AC_UL320_.jpg,https://www.amazon.in/Swadesi-Exclusive-Luxury-Diamond-Leather/dp/B09GVJW2CQ/ref=sr_1_2789?qid=1679155719&s=watches&sr=1-2789,3.1,69,₹219,1000.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2784.jpg,110000.0,10761.1120731246,1,0,0,0,0.4514033691933461,0.6467989107992148
2786,PAPIO Analog Women's Watches and Girls Watches with Bracelet (Brown Dial Brown Color Metal Belt),accessories,Watches,https://m.media-amazon.com/images/I/81DJ0lyNUqS._AC_UL320_.jpg,https://www.amazon.in/PAPIO-Analog-Womens-Watches-Bracelet/dp/B094D99NR3/ref=sr_1_2791?qid=1679155719&s=watches&sr=1-2791,5.0,1,₹249,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2786.jpg,109890.0,23045.00243354395,1,1,1,0,0.4514033691933461,0.6467989107992148
2787,Sonata Splash Analog Champagne Dial Women's Watch-NL8152YL01,accessories,Watches,https://m.media-amazon.com/images/I/718xJeHxJNL._AC_UL320_.jpg,https://www.amazon.in/Sonata-Splash-Analog-Champagne-Watch-8152YL01/dp/B07KB6GYYD/ref=sr_1_2792?qid=1679155719&s=watches&sr=1-2792,4.5,10,,1249.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2787.jpg,137390.0,5668.15052314366,0,1,1,1,0.5643943279946857,0.742502410492488
2788,TIMEX Analog Champagne Dial Women's Watch-TWEL13402,accessories,Watches,https://m.media-amazon.com/images/I/41YgLJvDxFL._AC_UL320_.jpg,https://www.amazon.in/Timex-Analog-Champagne-Womens-Watch-TWEL13402/dp/B083JVMZ63/ref=sr_1_2793?qid=1679155719&s=watches&sr=1-2793,5.0,1,"₹3,295",5495.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2788.jpg,604450.0,1527.842558845945,0,1,1,1,0.5643943279946857,0.742502410492488
2790,BIGOWL Travel Watch Airplane Wanderlust World Map Design Leather Strap Casual Wrist Watch for Women - Gifts for Travellers...,accessories,Watches,https://m.media-amazon.com/images/I/61Q07R1RbJL._AC_UL320_.jpg,https://www.amazon.in/Travel-Watch-Airplane-Wanderlust-Travellers/dp/B072VQP3DL/ref=sr_1_2795?qid=1679155719&s=watches&sr=1-2795,1.6,2,,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2790.jpg,109890.0,6721.545800615927,0,1,1,0,0.5643943279946857,0.742502410492488
2792,Skagen Analog White Dial Women's Watch - SKW2694,accessories,Watches,https://m.media-amazon.com/images/I/71yFK+cssqS._AC_UL320_.jpg,https://www.amazon.in/Skagen-Analog-White-Womens-Watch-SKW2694/dp/B077SMJP9Z/ref=sr_1_2797?qid=1679155719&s=watches&sr=1-2797,4.4,230,,9995.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2792.jpg,1099450.0,42359.480146734015,1,1,1,1,0.4514033691933461,0.6467989107992148
2793,Ociel Latest Women Designer Bracelet Rose Gold Stone Studded Fancy Party & Casual Wear Alloy Strap Ladies Analog Watch for...,accessories,Watches,https://m.media-amazon.com/images/I/71qZh1YJe-L._AC_UL320_.jpg,https://www.amazon.in/Ociel-Latest-Designer-Bracelet-Studded/dp/B0B5FJJ2LL/ref=sr_1_2798?qid=1679155719&s=watches&sr=1-2798,2.1,2,₹474,699.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2793.jpg,76890.0,27109.9548424006,1,1,1,1,0.4514033691933461,0.6467989107992148
2794,Tommy Hilfiger Analog Pink Dial Women's Watch-TH1782510,accessories,Watches,https://m.media-amazon.com/images/I/71ZGKi7a2EL._AC_UL320_.jpg,https://www.amazon.in/Tommy-Hilfiger-Analog-Womens-Watch-TH1782510/dp/B0BB2Y1KFF/ref=sr_1_2799?qid=1679155719&s=watches&sr=1-2799,5.0,1,,10750.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2794.jpg,1182500.0,5775.141454283981,0,1,1,1,0.5643943279946857,0.742502410492488
2795,Fastrack Monochrome Analog Black Dial Women's Watch-NM6078SL11 / NL6078SL11,accessories,Watches,https://m.media-amazon.com/images/I/61VSCK1phSL._AC_UL320_.jpg,https://www.amazon.in/Fastrack-Monochrome-Analog-Womens-Watch-NK6078SL11/dp/B00GSJ2A8M/ref=sr_1_2800?qid=1679155719&s=watches&sr=1-2800,4.2,171,"₹2,555",3295.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2795.jpg,362450.0,6277.484966288407,0,0,0,0,0.5643943279946857,0.742502410492488
2796,Giordano Analogue Pink Dial Women's Watch,accessories,Watches,https://m.media-amazon.com/images/I/61nNueAEU0L._AC_UL320_.jpg,https://www.amazon.in/Giordano-Analog-Pink-Womens-Watch-R4005-22/dp/B07NQKL21T/ref=sr_1_2801?qid=1679155719&s=watches&sr=1-2801,3.0,1,"₹6,895",13790.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2796.jpg,1516900.0,4377.011693219319,0,1,1,1,0.5643943279946857,0.742502410492488
2797,"Relish Women's, Watch and Perfume Valentines Day & Birthday, Anniversary Diwali, Special Day Gift Set for Girlfriend and W...",accessories,Watches,https://m.media-amazon.com/images/I/61OEK9lhsJL._AC_UL320_.jpg,https://www.amazon.in/Relish-Valentines-Birthday-Anniversary-Girlfriend/dp/B0BRSXW6XM/ref=sr_1_2802?qid=1679155719&s=watches&sr=1-2802,Get,0,₹549,799.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2797.jpg,87890.0,5255.283136721875,0,0,0,1,0.5643943279946857,0.742502410492488
2800,Relish Analog Denim Dial Watches for Girls & Women RE-L092DB,accessories,Watches,https://m.media-amazon.com/images/I/71og1UHa7lL._AC_UL320_.jpg,https://www.amazon.in/Relish-Analog-Denim-Watches-RE-L092DB/dp/B076F2KGFN/ref=sr_1_2809?qid=1679155719&s=watches&sr=1-2809,3.2,20,₹249,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2800.jpg,109890.0,10530.848051750963,1,0,0,1,0.4514033691933461,0.6467989107992148
2802,DEVIL Barbie Analog LED Glowing Light Kid's Digital Wrist Watch (Pink),accessories,Watches,https://m.media-amazon.com/images/I/61h3DTohQLS._AC_UL320_.jpg,https://www.amazon.in/DEVIL-Glowing-Digital-Barbie-Watches/dp/B09PK6GZ3W/ref=sr_1_2811?qid=1679155719&s=watches&sr=1-2811,4.0,28,₹299,799.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2802.jpg,87890.0,3890.922869908044,0,1,1,1,0.5643943279946857,0.742502410492488
2805,Titan Womens Black Dial Mesh Analogue Watch - NM95122WM01,accessories,Watches,https://m.media-amazon.com/images/I/41gepxbX4OL._AC_UL320_.jpg,https://www.amazon.in/Titan-Womens-Black-Analogue-Watch/dp/B0BGC5FVSC/ref=sr_1_2814?qid=1679155719&s=watches&sr=1-2814,Get,0,,9195.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2805.jpg,1011450.0,4694.320623238281,0,1,1,1,0.5643943279946857,0.742502410492488
2807,Sonata Essentials 2.0 Analog White Dial Women's Watch-NL8158YM01/NN8158YM01,accessories,Watches,https://m.media-amazon.com/images/I/6125Ap7Z-wL._AC_UL320_.jpg,https://www.amazon.in/Sonata-Essentials-Analog-Womens-Watch-8158YM01/dp/B07KB6LP8H/ref=sr_1_2816?qid=1679155719&s=watches&sr=1-2816,4.0,68,,1199.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2807.jpg,131890.0,7357.4958487789745,0,1,1,1,0.5643943279946857,0.742502410492488
2808,Fossil Analog White Dial Women's Watch-ES5111,accessories,Watches,https://m.media-amazon.com/images/I/71co0vMnfHL._AC_UL320_.jpg,https://www.amazon.in/Fossil-Virginia-Analog-Womens-Watch-ES5111/dp/B09B9RNT5J/ref=sr_1_2817?qid=1679155719&s=watches&sr=1-2817,4.0,18,,9995.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2808.jpg,1099450.0,22056.70715024028,1,1,1,0,0.4514033691933461,0.6467989107992148
2809,Fastrack Womens 32.5 x 38.4 x 7.95 mm Younique Black Dial Stainless Steel Analog Watch - 6278NM01,accessories,Watches,https://m.media-amazon.com/images/I/51Hjma8CzGL._AC_UL320_.jpg,https://www.amazon.in/Fastrack-Womens-Younique-Stainless-Analog/dp/B0BKQS7XZQ/ref=sr_1_2818?qid=1679155719&s=watches&sr=1-2818,1.0,1,,3195.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2809.jpg,351450.0,4737.919976912569,0,0,0,0,0.5643943279946857,0.742502410492488
2811,DEVIL Analog Girl's Watch (Multicolour Dial Pink Colored Strap),accessories,Watches,https://m.media-amazon.com/images/I/41KWZS8c4eL._AC_UL320_.jpg,https://www.amazon.in/DEVIL-Analog-Glowing-Digital-LOL/dp/B09PZ5NS74/ref=sr_1_2820?qid=1679155719&s=watches&sr=1-2820,3.4,9,₹299,799.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2811.jpg,87890.0,5017.36013388735,0,1,1,1,0.5643943279946857,0.742502410492488
2812,ON TIME OCTUS Analog Multicolor Dial Magnetic Mesh Strap Girl's and Women's Watch,accessories,Watches,https://m.media-amazon.com/images/I/91Fy5WV4yML._AC_UL320_.jpg,https://www.amazon.in/TIME-OCTUS-Analogue-Womens-Colored/dp/B08HVDRM1H/ref=sr_1_2821?qid=1679155719&s=watches&sr=1-2821,3.3,154,₹219,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2812.jpg,109890.0,30962.64388571344,1,1,1,1,0.4514033691933461,0.6467989107992148
2813,"AUREX Analogue Men's Watch (Gold Dial Silver, Gold Colored Strap)",accessories,Watches,https://m.media-amazon.com/images/I/81DKXrGHlzL._AC_UL320_.jpg,https://www.amazon.in/Aurex-Analog-Golden-Functioning-AX-GSQ128-GDSG/dp/B07D5X5CY9/ref=sr_1_2822?qid=1679155719&s=watches&sr=1-2822,4.1,94,₹482,1999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2813.jpg,219890.0,10057.348967538475,0,1,1,1,0.5643943279946857,0.742502410492488
2815,DRITON Digital Kids Light Watch Frozen/Hello Kitty/Princess / (Random Character) (Pink Dial & Pink Colored Strap) (Combo o...,accessories,Watches,https://m.media-amazon.com/images/I/61deSMJSOPS._AC_UL320_.jpg,https://www.amazon.in/DRITON-Digital-Princess-Character-Colored/dp/B097H8323P/ref=sr_1_2824?qid=1679155719&s=watches&sr=1-2824,3.8,4,₹429,1199.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2815.jpg,131890.0,3641.388784446716,0,1,1,1,0.5643943279946857,0.742502410492488
2816,jainx Triple Combo Analogue Women Watch (Multicolour Dial Multicolour Colored Strap) (Pack of 3),accessories,Watches,https://m.media-amazon.com/images/I/71iVQ6hDOqL._AC_UL320_.jpg,https://www.amazon.in/Jainx-Triple-Combo-Multi-Analog/dp/B0711RBKSM/ref=sr_1_2825?qid=1679155719&s=watches&sr=1-2825,3.6,969,₹503,1999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2816.jpg,219890.0,4298.624966549015,0,1,1,1,0.5643943279946857,0.742502410492488
2818,Sonata Everyday Analog White Dial Men's Watch-NL8065YM01/NP8065YM01,accessories,Watches,https://m.media-amazon.com/images/I/71NpHviZclL._AC_UL320_.jpg,https://www.amazon.in/Sonata-Everyday-Analog-White-Watch-NK8065YM01/dp/B00CL526DG/ref=sr_1_2827?qid=1679155719&s=watches&sr=1-2827,3.9,102,,1825.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2818.jpg,200750.0,12623.068185754924,1,1,1,1,0.4514033691933461,0.6467989107992148
2819,Matrix Analog Bracelet Wrist Watch for Women & Girls,accessories,Watches,https://m.media-amazon.com/images/I/7194WdLQV2L._AC_UL320_.jpg,https://www.amazon.in/Matrix-Analogue-Womens-Silver-Colored/dp/B08XLKH2DW/ref=sr_1_2828?qid=1679155719&s=watches&sr=1-2828,3.3,36,₹349,2499.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2819.jpg,274890.0,11510.198791563003,1,1,1,1,0.4514033691933461,0.6467989107992148
2820,RPS FASHION WITH DEVICE OF R Analog Multicolor Dial Women&Girls Combo Pack of 2,accessories,Watches,https://m.media-amazon.com/images/I/61m428mIwNL._AC_UL320_.jpg,https://www.amazon.in/RPS-FASHION-DEVICE-Analog-Multicolor/dp/B08QD8GPCP/ref=sr_1_2829?qid=1679155719&s=watches&sr=1-2829,3.5,45,₹249,699.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2820.jpg,76890.0,5262.298555409531,0,1,1,1,0.5643943279946857,0.742502410492488
2821,Tissot Mother of Pearl Dial Stainless Steel Strap Analogue Quartz Wrist Luxury Watch for Women,accessories,Watches,https://m.media-amazon.com/images/I/51Mtls1J15L._AC_UL320_.jpg,https://www.amazon.in/Tissot-Mother-Stainless-Analogue-Quartz/dp/B078JFCFMC/ref=sr_1_2830?qid=1679155719&s=watches&sr=1-2830,3.1,2,"₹29,000",31000.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2821.jpg,3410000.0,2924.783671777282,0,1,1,1,0.5643943279946857,0.742502410492488
2823,French Connection Spring-Summer 2021 Analog Dial Women's Watch,accessories,Watches,https://m.media-amazon.com/images/I/71XJkmLwX8L._AC_UL320_.jpg,https://www.amazon.in/French-Connection-Spring-Summer-Analog-Watch-FCE115RGM/dp/B08WLRG1L6/ref=sr_1_2832?qid=1679155719&s=watches&sr=1-2832,3.7,10,"₹2,294",6950.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2823.jpg,764500.0,8236.304152045908,0,1,1,0,0.5643943279946857,0.742502410492488
2824,Haute Sauce Round Analog Dial Watch for Women and Girls | Quartz Movement | Latest Fashion Wrist Belt Watch for Female,accessories,Watches,https://m.media-amazon.com/images/I/61-9d10ZwIL._AC_UL320_.jpg,https://www.amazon.in/Haute-Sauce-Champagne-Decorative-Movement/dp/B0B7XK52ZS/ref=sr_1_2833?qid=1679155719&s=watches&sr=1-2833,3.7,10,₹595,1750.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2824.jpg,192500.0,7873.223875123687,0,1,1,0,0.5643943279946857,0.742502410492488
2825,Titan Analog Rose Gold Dial Women's Watch-NN95041WM01,accessories,Watches,https://m.media-amazon.com/images/I/81Nt-d8+eML._AC_UL320_.jpg,https://www.amazon.in/Titan-Analog-Rose-Womens-Watch-NK95041WM01/dp/B06XFZ68DK/ref=sr_1_2834?qid=1679155719&s=watches&sr=1-2834,4.0,40,"₹7,895",8120.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2825.jpg,893200.0,14084.042137021912,1,1,1,1,0.4514033691933461,0.6467989107992148
2826,Jainx Combo Analogue Couple Watch (Blue Dial Silver Colored Chain),accessories,Watches,https://m.media-amazon.com/images/I/71IDIc2s0mL._AC_UL320_.jpg,https://www.amazon.in/Jainx-Round-Analogue-Watch-Couple/dp/B07JVT1YBG/ref=sr_1_2835?qid=1679155719&s=watches&sr=1-2835,3.9,196,₹530,2299.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2826.jpg,252890.0,6498.151955686208,0,1,1,1,0.5643943279946857,0.742502410492488
2828,Sonata Silver Linings Analog Black Dial Women's Watch-NN87029SL02W,accessories,Watches,https://m.media-amazon.com/images/I/71-9alwdYFL._AC_UL320_.jpg,https://www.amazon.in/Sonata-Silver-Linings-Analog-Watch-87029SL02/dp/B07ZNWLVQF/ref=sr_1_2837?qid=1679155719&s=watches&sr=1-2837,3.7,20,"₹1,159",1299.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2828.jpg,142890.0,9489.082295360851,0,0,1,0,0.5643943279946857,0.742502410492488
2829,"HiPai Single Automatic Watch Winder with Quiet Motor, 4 Rotation Mode Settings, Suitable for Men’s and Ladies Wrist Watch",accessories,Watches,https://m.media-amazon.com/images/I/61drYMSyA8L._AC_UL320_.jpg,https://www.amazon.in/HiPai-Automatic-Rotation-Settings-Suitable/dp/B078W5SZM6/ref=sr_1_2838?qid=1679155719&s=watches&sr=1-2838,4.4,321,,9458.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2829.jpg,1040380.0,5233.195069119175,0,1,1,0,0.5643943279946857,0.742502410492488
2830,Fastrack Tripster Analog Blue Dial Women's Watch-NP6217SL02,accessories,Watches,https://m.media-amazon.com/images/I/6128ppCVCYL._AC_UL320_.jpg,https://www.amazon.in/Fastrack-Hoppers-Analog-Womens-Watch-6217SL02/dp/B08619G8TC/ref=sr_1_2839?qid=1679155719&s=watches&sr=1-2839,4.4,69,"₹1,459",1850.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2830.jpg,203500.0,2400.9601783980306,0,1,1,1,0.5643943279946857,0.742502410492488
2832,"Alric Luxury Watches for Women, Stainless Steel Casing with Elegant Style & Quality, Comfortable Strap and Much More in Th...",accessories,Watches,https://m.media-amazon.com/images/I/71B56tB7OLL._AC_UL320_.jpg,https://www.amazon.in/Womens-Studded-Watches-Ladies-Stylish/dp/B09Y9FB3FD/ref=sr_1_2837?qid=1679155721&s=watches&sr=1-2837,3.0,1,₹799,2999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2832.jpg,329890.0,22845.151424083502,1,0,0,1,0.4514033691933461,0.6467989107992148
2835,KIARVI GALLERY Casual Black Butterfly Dial Magnet Strap Analog Watch for Girls or Women and Present Gift 2 Bracelet Combo ...,accessories,Watches,https://m.media-amazon.com/images/I/81ykcqewHUL._AC_UL320_.jpg,https://www.amazon.in/KIARVI-GALLERY-Butterfly-Present-Bracelet/dp/B0BBBZ64CZ/ref=sr_1_2840?qid=1679155721&s=watches&sr=1-2840,5.0,2,₹269,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2835.jpg,109890.0,24151.777020913803,1,1,1,1,0.4514033691933461,0.6467989107992148
2836,casera Multi Color Analog Combo Watches for Woman and Girls Watch Pack of - 3,accessories,Watches,https://m.media-amazon.com/images/I/71JC4wMheLL._AC_UL320_.jpg,https://www.amazon.in/Casera-Multi-Color-Analog-Watches/dp/B07VHDQ9BQ/ref=sr_1_2841?qid=1679155721&s=watches&sr=1-2841,4.3,23,₹399,1499.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2836.jpg,164890.0,6942.529319070953,0,1,1,0,0.5643943279946857,0.742502410492488
2837,ZUPERIA Magnetic Strap Styish Luxury Analog Watch with Bracelet for Girls and Women,accessories,Watches,https://m.media-amazon.com/images/I/51ran28FsGL._AC_UL320_.jpg,https://www.amazon.in/Zuperia-Magnetic-Styish-Luxury-Bracelet/dp/B08FYR8JSR/ref=sr_1_2842?qid=1679155721&s=watches&sr=1-2842,3.1,23,₹264,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2837.jpg,109890.0,5141.344626880054,0,0,0,0,0.5643943279946857,0.742502410492488
2838,Sonata Classic Gold Analog WATCH-8181YL02,accessories,Watches,https://m.media-amazon.com/images/I/61fbD3pM8rL._AC_UL320_.jpg,https://www.amazon.in/SONATA-Classic-Gold-Analog-WATCH-8181YL02/dp/B09ZH1KYHX/ref=sr_1_2843?qid=1679155721&s=watches&sr=1-2843,2.4,2,,1149.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2838.jpg,126390.0,6139.437493074241,0,1,1,1,0.5643943279946857,0.742502410492488
2840,WENGER Analog Black Dial Women's Watch-01.1121.114,accessories,Watches,https://m.media-amazon.com/images/I/71LDgxB+ZUL._AC_UL320_.jpg,https://www.amazon.in/Wenger-Analog-Black-Womens-Watch-01-1121-114/dp/B015WJQLU6/ref=sr_1_2845?qid=1679155721&s=watches&sr=1-2845,5.0,5,"₹9,780",16300.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2840.jpg,1793000.0,9268.758358472534,0,1,1,0,0.5643943279946857,0.742502410492488
2842,Shocknshop Analog Square Dial Stylish Silicone Strap Unisex Watch for Men and Women -W05 - Black Blue Grey White,accessories,Watches,https://m.media-amazon.com/images/I/71ttPeKp-+L._AC_UL320_.jpg,https://www.amazon.in/Shocknshop-Analog-Square-Stylish-Silicone/dp/B09MVRZLD5/ref=sr_1_2847?qid=1679155721&s=watches&sr=1-2847,3.9,148,₹175,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2842.jpg,109890.0,10106.842771716552,0,0,0,1,0.5643943279946857,0.742502410492488
2844,Jainx Day & Date Feature Analogue Couple Watch (Blue Dial Silver Colored Chain),accessories,Watches,https://m.media-amazon.com/images/I/916RbDd5TFL._AC_UL320_.jpg,https://www.amazon.in/Jainx-Analogue-Function-Watch-Couples/dp/B09RPRLJR6/ref=sr_1_2849?qid=1679155721&s=watches&sr=1-2849,5.0,2,₹539,2499.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2844.jpg,274890.0,31852.720153461654,1,1,1,1,0.4514033691933461,0.6467989107992148
2845,Imperious Stainless Steel Dial Wrist Watches for Women Stylish Belt Ladies Watch - Water Resistant Womens Watches,accessories,Watches,https://m.media-amazon.com/images/I/61O1F3GnScL._AC_UL320_.jpg,https://www.amazon.in/Imperious-Analog-White-Womens-Watch/dp/B07G99STD5/ref=sr_1_2850?qid=1679155721&s=watches&sr=1-2850,4.0,63,₹692,2100.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2845.jpg,231000.0,15485.027445348687,1,1,1,1,0.4514033691933461,0.6467989107992148
2846,TIMESMITH Gold Dial Gold Stainless Steel Strap Branded Analog Watch for Women TSC-057MT,accessories,Watches,https://m.media-amazon.com/images/I/81Ed3cUwKqL._AC_UL320_.jpg,https://www.amazon.in/Timesmith-Stainless-Branded-Analog-TSC-057MT/dp/B09CMDMYXM/ref=sr_1_2851?qid=1679155721&s=watches&sr=1-2851,4.0,1,₹349,2999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2846.jpg,329890.0,7195.2831232336985,0,1,1,1,0.5643943279946857,0.742502410492488
2847,"Seiko 5 Ladies Day-Date Automatic Leather Watch SRE005K1, Khaki Gray, Silver",accessories,Watches,https://m.media-amazon.com/images/I/61um385Yh1L._AC_UL320_.jpg,https://www.amazon.in/Seiko-Day-Date-Automatic-Leather-SRE005K1/dp/B09RN25BLH/ref=sr_1_2852?qid=1679155721&s=watches&sr=1-2852,3.4,3,"₹20,700",23000.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2847.jpg,2530000.0,5567.469592354261,0,1,1,1,0.5643943279946857,0.742502410492488
2850,Maxima Swarovski Attivo ST Analog White Dial Women's Watch-29554LMLI,accessories,Watches,https://m.media-amazon.com/images/I/71768QKsY4L._AC_UL320_.jpg,https://www.amazon.in/Maxima-Swarovski-Attivo-Analog-Watch-29554LMLI/dp/B00MWYIS3S/ref=sr_1_2859?qid=1679155721&s=watches&sr=1-2859,5.0,2,"₹1,259",2299.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2850.jpg,252890.0,13891.314933077872,1,1,1,0,0.4514033691933461,0.6467989107992148
2851,Joker & Witch Formal Analogue Black Dial Women's Watch With Bracelet (Black Dial Black Colored Strap),accessories,Watches,https://m.media-amazon.com/images/I/61DY7FTu7qL._AC_UL320_.jpg,https://www.amazon.in/Joker-Witch-Petrina-Black-Bracelet/dp/B07XDYRT74/ref=sr_1_2860?qid=1679155721&s=watches&sr=1-2860,2.9,3,"₹1,224",4899.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2851.jpg,538890.0,5848.775062387254,0,1,1,1,0.5643943279946857,0.742502410492488
2853,GUESS Afterglow Collection Analog Rose Gold Dial Women's Watch-GW0312L3,accessories,Watches,https://m.media-amazon.com/images/I/71FzCLsIdCL._AC_UL320_.jpg,https://www.amazon.in/GUESS-Afterglow-Collection-Analog-Watch-GW0312L3/dp/B09CSYTLH8/ref=sr_1_2862?qid=1679155721&s=watches&sr=1-2862,4.0,10,"₹13,395",14900.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2853.jpg,1639000.0,18498.1126775894,1,1,1,1,0.4514033691933461,0.6467989107992148
2854,Pearlo Rosegold Watch Charm,accessories,Watches,https://m.media-amazon.com/images/I/51xS+7FTVsL._AC_UL320_.jpg,https://www.amazon.in/Joker-Witch-Pearlo-Rosegold-Watch/dp/B0B5669RFX/ref=sr_1_2863?qid=1679155721&s=watches&sr=1-2863,4.0,2,₹300,1249.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2854.jpg,137390.0,4073.218998378309,0,1,1,1,0.5643943279946857,0.742502410492488
2856,Ajanta Quartz Analog Women's Watch (Silver Dial Silver Colored Strap),accessories,Watches,https://m.media-amazon.com/images/I/81OlG8aHVZL._AC_UL320_.jpg,https://www.amazon.in/Ajantas-Gun-Metal-Watches-Women-AQ116ESL-5/dp/B09BFDZM2H/ref=sr_1_2865?qid=1679155721&s=watches&sr=1-2865,4.2,40,"₹1,263",2495.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/2856.jpg,274450.0,14321.00332323703,1,0,0,1,0.4514033691933461,0.6467989107992148
